company_id,company_name,country,size,logo,website,about_us
92615,PHYSCODE,Vietnam,25-99,https://assets.topdev.vn/images/2021/11/11/TopDev-dab9964a851d5abab2f291e3a48ebb18-1636620097.png,https://physcode.com,"Công ty cổ phần công nghệ PHYSCODE VIỆT được thành lập tháng 01/2016 bởi đội ngũ sáng lập viên là những người có nhiều kinh nghiệm (trên 10 năm) trong ngành công nghệ phần mềm với mục tiêu trở thành đối tác triển khai dịch vụ công nghệ thông tin chuyên nghiệp và tin cậy cho khách hàng."
92640,"Laidon Group","United States",25-99,https://assets.topdev.vn/images/2023/03/27/TopDev-d75583db3b800902d15e721a6fb5a438-1679887354.png,https://www.laidon.com/,"Laidon Group is a Certified SAP Silver Partner. We have been delivering solutions to enhance the SAP user experience since 1996."
92771,"Uniccs Việt Nam",Japan,25-99,https://assets.topdev.vn/images/2022/04/18/TopDev-UNICCSVIETNAM-Logo-1650255016.png,http://vn.uniccs.co.jp/,"Công ty TNHH Uniccs Việt Nam là doanh nghiệp 100% vốn đầu tư Nhật Bản, được thành lập từ tháng 8 năm 2012.hoạt động trong lĩnh vực phát triển phần mềm cho thị trường Nhật. Chúng tôi không ngừng học hỏi, rèn luyện, hoàn thiện bản thân để mang đến những sản phẩm tốt nhất, đáp ứng được mọi yêu cầu về chất lượng của khách hàng."
92829,V-KEY,Singapore,25-99,https://assets.topdev.vn/images/2022/03/10/TopDev-V-KeyLogoCrop-V-KeyTechJDI-1646898893.png,https://www.v-key.com/,"V-Key is one of the world’s leading deep-tech companies in mobile cyber-security. Our patented technology V-OS has been deployed by top banks, mobile payment providers, and governments to secure software solutions and protect more than 150 million users globally."
92833,Globaltech,Vietnam,25-99,https://assets.topdev.vn/images/2022/03/11/TopDev-GlobalTech-Logo-1646984495.png,https://globaltechjsc.com/,"GlobalTech là nơi hội tụ cùng phát triển của đội ngũ có lý tưởng tốt đẹp, có năng lực vững vàng, khao khát chung tay tạo nên những nền tảng công nghệ để phục vụ cho sự phát triển của doanh nghiệp và cộng đồng."
92908,"SECOMUS Technology",Vietnam,100-499,https://assets.topdev.vn/images/2023/11/01/TopDev-d9f7bd6016354fede2bb4b8c9844e1e5-1698802266.png,https://www.secomus.com/,"Secomus là Cty Công Nghệ, hiện đang phát triển các dự án lớn phục vụ các website thương mại điện tử trên nền tảng Shopify cho khách hàng từ Mỹ, Canada và các nước Châu Âu."
92937,"Talent Success","Not found!","Not found!",https://assets.topdev.vn/images/2022/04/21/TopDev-logoQjyw0fHIO2WnLeDsxyGfYomv5J0yPJcN-1650530733.png,"Not found!","Talent Success is the premium IT Recruitment service provided by Applancer JSC. Talent Success uses professional expertise to help employers recruit effectively. We help our clients find the best IT talents fast and select the right fit for their business needs using the most advanced search and selection tools and methods. Our team will do our best to drive your business success."
92969,"CÔNG TY CỔ PHẦN CHỨNG KHOÁN VPBANK",Vietnam,100-499,https://assets.topdev.vn/images/2022/05/10/TopDev-MicrosoftTeams-image2-TngNguynXun-1652147637.png,https://www.vpbanks.com.vn/,"Trở thành định chế tài chính công nghệ số 1 Việt Nam, với năng lực và uy tín vươn tầm quốc tế. Là điểm đến duy nhất thỏa mãn tất cả các nhu cầu về dịch vụ tài chính đầu tư của khách hàng với trải nghiệm đơn giản và thân thiện nhất."
93012,"MỸ ĐỨC HOSPITAL",Vietnam,500-999,https://assets.topdev.vn/images/2022/05/30/TopDev-Screenshot3-1653904313.png,https://myduchospital.vn/,"Năm 2013, sau khi được xây dựng và tổ chức lại, Bệnh viện Mỹ Đức chính thức đi vào hoạt động với mũi nhọn chính là chăm sóc sức khỏe sinh sản. Gần 10 năm hoạt động, Bệnh viện Mỹ Đức đã triển khai thành công các hoạt động chăm sóc sức khoẻ sinh sản và từng bước xây dựng uy tín về chuyên môn trong ngành Sản Phụ khoa TPHCM và cả nước, đồng thời theo kịp sự tiến bộ của khu vực và thế giới trong các lãnh vực hoạt động của mình."
93582,OPES,Vietnam,100-499,https://assets.topdev.vn/images/2022/06/17/TopDev-OPES-Logo-1655432335.png,https://www.opes.com.vn/,"Ra đời từ 2018, Công ty Cổ phần Bảo hiểm OPES mang trong mình DNA vượt trội, luôn tiên phong ứng dụng các giải pháp công nghệ cao để cung cấp những sản phẩm số hóa, đơn giản, tiện lợi và được cá nhân hóa, cũng như luôn sáng tạo & đổi mới để cải tiến sản phẩm và dịch vụ."
93634,"TechSoft Ltd.",Vietnam,25-99,https://assets.topdev.vn/images/2023/08/24/TopDev-Horizontal-Logo-2-%281%29---Nguyen-Thao-1692863040.png,https://techsoft.one/,"We're proud of Software "Made in Vietnam". Stable, secure, and scalable code starts here."
93687,"Public Bank Vietnam (PBVN)",Malaysia,"Hơn 1000",https://assets.topdev.vn/images/2023/06/01/TopDev-Screenshot-2023-06-01-160749-1685610482.png,https://publicbank.com.vn,"Public Bank Vietnam (PBVN) là ngân hàng 100% vốn nước ngoài thuộc sở hữu của Public Bank Berhad, Malaysia, một trong những Ngân hàng hàng đầu Malaysia về kết quả hoạt động kinh doanh và quản trị bền vững, nhất quán. Public Bank Vietnam được chuyển đổi từ Ngân hàng liên doanh VID Public - một trong những ngân hàng liên doanh đầu tiên tại Việt Nam, được thành lập ngày 25 tháng 3 năm 1992 với tỷ lệ vốn góp 50:50 giữa Ngân hàng Đầu tư và Phát triển Việt Nam (BIDV) và Public Bank Berhad, Malaysia. Trải qua hơn 30 năm hoạt động hiệu quả tại Việt Nam, hiện nay Public Bank Vietnam đã mở rộng mạng lưới lên 40 chi nhánh và phòng giao dịch (PGD) tại các tỉnh và thành phố chính của Việt Nam."
93794,VINHOMES,Vietnam,"Hơn 1000",https://assets.topdev.vn/images/2022/10/10/TopDev-a9d57f18bae26b4c2f57750d32f662c8-1665417282.png,https://vinhomes.vn/vi/tuyen-dung,"Vinhomes là công ty đầu tư, kinh doanh và quản lý bất động sản số 1 Việt Nam với quy mô, tốc độ phát triển và chất lượng dịch vụ đẳng cấp, dẫn dắt thị trường bất động sản Việt Nam phát triển bền vững, tiến tới vươn tầm quốc tế."
93797,"Smilegate Vietnam",South-Korea,25-99,https://assets.topdev.vn/images/2024/06/07/TopDev-c596dd04b2cb190d4ec93367702d2338-1717746067.png,https://www.smilegate.com/en,"Smilegate is a Mega Value Innovator in Entertainment headquartered in Korea, since its foundation in 2002, Smilegate has continuously strived for happier lives and a more hopeful society by developing and providing quality games and content. Smilegate operates businesses in areas of game development and services, investments, and social contributions; develops and discovers various games and cultural content; and provides them as global services by increasing their value. The representative game is CROSSFIRE that world’s no.1 online FPS game with more than 670 million players from 80 countries, has surprising records such as having over 8 million concurrent users, has reached $10.5 billion sales revenue since its global launch."
93864,"SoftRoad Việt Nam",Japan,25-99,https://assets.topdev.vn/images/2022/12/06/TopDev-11811867135371436829975555193312544185490767n-1670303123.jpg,https://www.softroad.co.jp/,"Công ty TNHH Soft Road Việt Nam là công ty chi nhánh 100% vốn của Công ty TNHH SoftRoad, có trụ sở chính tại Tokyo, Nhật Bản."
93941,"HIPTECH SOLUTION",Vietnam,25-99,https://assets.topdev.vn/images/2023/03/29/TopDev-Hiptech-Solution-1680072895.png,http://hiptechvn.com/,"HIPTECH Solution là công ty Công nghệ thông tin, được thành lập từ năm 2020 và phát triển cho đến nay. Hiện tại HIPTECH đã có mặt tại TP.HCM với 1 văn phòng đại diện và 2 văn phòng làm việc. Trong thời gian tới HIPTECH có kế hoạch mở rộng quy mô ra Hà Nội và Đà Nẵng."
93954,"DUDAJI VIETNAM",South-Korea,10-24,https://assets.topdev.vn/images/2023/03/14/TopDev-Dudaji_Sticker_Single_1-%281%29----1678770229.png,https://middo.app/,"Dudaji is an IT development company that knows AI well.In Korea, we are developing services using AI such as VisionAI and natural language processing.Representatively, there is a copyright protection solution.It is headquartered in Korea and has development centers in Vietnam and Southeast Asia.In collaboration with the Vietnamese development team, we also launched a translation and communication app called Middo.(https://middo.app)Recently, we have collaborated with a large Korean game company to publish in the Asian market.The mainly used technology stack is as follows.Kubernetes, React.js(vue.js), PyTorch, Unity"
93985,"UPP Global Technology",Vietnam,25-99,https://assets.topdev.vn/images/2023/04/11/TopDev-UPP-Logo-1681178916.png,https://www.upp-technology.com/,"UPP Global Technology is a Data Analytics and IT solutions company providing such services as Advanced Data Analytics, Blockchain Development, Mobile App and Software Development and Maintenance as well as Salesforce Consultant and Engineering."
94001,"LG CNS Việt Nam",South-Korea,100-499,https://assets.topdev.vn/images/2023/09/12/TopDev-QpmYMaXNbD0iWSod-1694533554.png,https://careers.lgcnsvn.com/,"Là Chuyên gia Chuyển đổi Kỹ thuật số (DX) và Đối tác tăng trưởng kỹ thuật số, chúng tôi cống hiến các kỹ năng DX của mình để giúp các khách hàng lớn đạt được thành công."
94020,iTechwx,"United States",100-499,https://assets.topdev.vn/images/2023/04/17/TopDev-%5Bremoval.ai%5D_tmp-643d0d4737a99-1681722803.png,https://itechwxrecruiting.jobday.vn,"About us"
94023,"VUS - Anh Văn Hội Việt Mỹ",Vietnam,"Hơn 1000",https://assets.topdev.vn/images/2023/04/19/TopDev-Logo-VUS---Huynh-Tan-Giau%2C-Recruitment-Team-Leader%2C-HO%2C-HCM-giauhuynh%40vus-etsc.edu.vn-1681890223.jpg,https://tuyendung.vus.edu.vn,"Anh Văn Hội Việt Mỹ VUS là hệ thống giáo dục hàng đầu Việt Nam. Đến nay, VUS đã phát triển rộng khắp với 70+ cơ sở toàn quốc đặt tại các thành phố trọng điểm như: Hồ Chí Minh. Hà Nội, Đà Nẵng, Bình Dương, Đồng Nai, Vũng Tàu, Buôn Ma Thuột, Cần Thơ, Tây Ninh, Vĩnh Long,..."
94027,"ROMULUS CONSULTANT COMPANY LIMITED",Singapore,25-99,https://assets.topdev.vn/images/2023/04/21/TopDev-RML-LOGO---Thi-Hoa-Le-Do-1682047543.png,https://romulusconsult.com,"LinkTree Corp, headquartered in Singapore, and Romulus Consultants, based in Vietnam, are consulting firms specializing in IT consulting and development services. We provide resource augmentation for IT companies, connecting local talent with global opportunities."
94034,Atech,Malaysia,10-24,https://assets.topdev.vn/images/2023/04/24/TopDev-Atech---Dev-Recruitment-1682327932.png,atech.com,"Công ty ATech chúng tôi thực hiện các dự án phát triển App và Web, Outsource cho khu vực Châu Á cho nhiều loại hình kinh doanh khác nhau. ATech là một môi trường làm việc quốc tế với nhiều thành viên đến từ nhiều quốc gia khác nhau, có kiến thức chuyên môn cùng kĩ năng cao trong việc lập trình, phát triển App, Web. Luôn luôn cập nhật các tính năng mới chính là phương châm hoạt động của chúng tôi. Tinh thần sẵn sàng thử thách, tinh thần đồng đội và khả năng hành động chính là những yếu tốt cần thiết cho sự phát triển."
94056,AppROI,Vietnam,25-99,https://assets.topdev.vn/images/2023/05/10/TopDev-UVT73nBPa05hkXFS-1683700910.png,https://www.approi.co/,"Được thành lập vào giữa năm 2019, AppROI - "Bring The True Values ​​To Your Business" - là một agency chuyên nghiệp trong lĩnh vực Mobile App & Growth Marketing tại Việt Nam. AppROI là một trong những agency hàng đầu chỉ tập trung vào App Marketing tại Việt Nam.  AppROI có nhiều kinh nghiệm trong các chiến lược tăng trưởng bền vững và hiểu biết sâu sắc về các công nghệ tiếp thị di động. Sứ mệnh của chúng tôi là hỗ trợ các công ty phát triển ứng dụng từng bước chinh phục các phần thị phần mục tiêu với Dịch vụ Minh bạch & Chất lượng cao."
94067,BlockBase,Vietnam,25-99,https://assets.topdev.vn/images/2023/05/18/TopDev-Screenshot-2023-05-18-135059-1684393687.png,https://blockbase.co/,"We are an IT laboratory, and a member of BlockBase. BlockBase is a Canada-based venture capital company that is expanding its investment portfolio to Asia-Pacific and more specifically, into Vietnam. Acquiring OneBlock Labs - an experienced Vietnamese blockchain lab established from 2017, BlockBase’s goal is to reconstruct the investment portfolio and separate investment funds and product development; ultimately to become a venture builder that not only operates as a venture capital but as a fund incubator providing investment standards to Vietnamese & international investors as well.  BlockBase also establishes Herond Labs, a strategic subsidiary that functions as a blockchain lab, developing products and providing technical, blockchain and web3 solutions, bridging the gap between web2 and web3.  Blockchain and Web3 continue to to usher in a new dreamy era that will completely change the world in the future. BlockBase was born with the mission of incubating and supporting projects to access resources and build a meaningful journey, turning those dreams into reality."
94093,VIKINGS,Vietnam,100-499,https://assets.topdev.vn/images/2023/06/02/TopDev-1111111111111-1685690043.png,https://www.vikingscyber.com/,"Vikings với sự đầu tư bài bản, kĩ lưỡng và kinh nghiệm hàng chục năm trong ngành đã, đang và sẽ luôn là môi trường sinh hoạt, luyện tập lý tưởng tạo nên những nhà vô địch Esports - Champions Begin"
94125,"CÔNG TY CP TƯ VẤN THƯƠNG HIỆU SAO KIM",Vietnam,25-99,https://assets.topdev.vn/images/2024/04/08/TopDev-Anh-chup-man-hinh-2024-04-08-154803-1712566501.png,saokim.com.vn,"Sao Kim cung cấp giải pháp toàn diện về xây dựng thương hiệu từ tư vấn chiến lược, thiết kế hệ thống nhận diện đến truyền thông thương hiệu. Cho đến nay, Sao Kim đã hỗ trợ hơn 10.000+ khách hàng trong hầu hết các lĩnh vực kinh doanh."
94126,"CÔNG TY TNHH ASTRA TECHNOLOGY",South-Korea,10-24,https://assets.topdev.vn/images/2024/04/26/TopDev-ruda-1714099590.png,http://www.rudasoft.com/,"Là một doanh nghiệp sản xuất phần mềm có vốn 100% Hàn Quốc  Chúng tôi cung cấp dịch vụ tự động hóa thương mại tận dụng chuỗi giá trị toàn cầu (GVC), với nền tảng kinh nghiệm thực tế về lĩnh vực thương mại và chuyên môn kỹ thuật cao về phần mềm, RUDA S&C luôn không ngừng nghiên cứu và phát triển, trở thành doanh nghiệp tương lai đồng hành phát triển cùng với các doanh nghiệp vừa và nhỏ, và những doanh nghiệp lớn trong và ngoài nước."
94170,"HEINEKEN Vietnam",Netherlands,"Hơn 1000",https://assets.topdev.vn/images/2023/07/25/TopDev-Logo-HNK---VN---Vy-Ho-Thuy-1690250766.png,http://heineken-vietnam.com.vn/,"HEINEKEN Vietnam is a successful joint venture between HEINEKEN and SATRA (Saigon Trading Group). The company has a proud history of over 30 years – growing from the first brewery in Ho Chi Minh City in 1991 to 6 nationwide with over 3,000 employees today. We take Vietnamese people on our growth journey in the country. We are currently creating 246,000 jobs across the value chain, contributing an equivalence of 1.04% of Vietnam’s total GDP to the local economy and are among the country’s top taxpayers."
94186,Terralogic,"United States",100-499,https://assets.topdev.vn/images/2023/08/04/TopDev-Terralogic-Logo-%28New-2019%29---Phan-Dang-1691139009.png,https://terralogic.com/,"Terralogic Inc. is an Engineering & IT services company headquartered in Silicon Valley, USA. It has 1,200 employees and three development centers in the US, India, and Vietnam, providing comprehensive solutions that are cost-effective, scalable, and flexible. The company serves global clients, among them technology pioneers and industry leaders. We’re super excited to build a beautiful story in Vietnam and we want you to be a part of it!"
94199,"Công ty TNHH Transcosmos Technology Việt Nam",Japan,100-499,https://assets.topdev.vn/images/2023/08/08/TopDev-Logo---Tra-Phung-1691464683.png,https://www.trans-tech.vn/,"transcosmos technology Vietnam is a 100% Japanese owned company and a leader in Software Programming & IT Solution."
94296,"Archer Game Studio",Vietnam,25-99,https://assets.topdev.vn/images/2023/09/19/TopDev-Logo---Thi-Thien-Thuong-Le-1695092566.jpg,http://test.kyvuong.mobi/archer/,
94312,"World Wave Culture Technology","Not found!","Not found!",https://assets.topdev.vn/images/2023/09/22/TopDev-315536578_110669381860041_7841296381097168170_n---World-Wave-Culture-Technology-Cong-ty-1695367671.png,"Not found!","World Wave Culture Technology (WWCT) là công ty thành lập ở Việt Nam từ tháng 04/2022, hoạt động trong lĩnh vực App Tin tức và bình luận bóng đá chính quy Online. Chúng tôi có chi nhánh tại nhiều nước khu vực Đông Nam Á, công ty mẹ có trụ sở tại tỉnh Tứ Xuyên - Trung Quốc. Tất cả đều hoạt động trong lĩnh vực App Tin tức thể thao bóng đá thế giới."
94319,SanAn,Vietnam,25-99,https://assets.topdev.vn/images/2024/01/26/TopDev-C9QhfwA9Tjz6kO2W-1706254134.png,https://sanancorp.com/ja/,"SanAn là một công ty công nghệ trẻ được thành lập vào năm 2021, hiện có hơn 60 thành viên với 3 văn phòng tại Hà Nội, Thanh Hóa và Tokyo (Nhật Bản). Với sứ mệnh "Mang đến nụ cười hạnh phúc và sự cảm động cho những người đồng hành bằng những trải nghiệm vượt ngoài mong đợi", SanAn luôn mong muốn trở thành đối tác hàng đầu tạo ra những dịch vụ có giá trị cho người dùng, đồng thời góp phần mang lại giá trị cho những người đồng hành bằng cách tối ưu hóa sức mạnh của CNTT, vận dụng sức sáng tạo và trái tim đồng cảm."
94336,Bananalink,South-Korea,10-24,https://assets.topdev.vn/images/2024/01/23/TopDev-gGUYMduevbfoYjwJ-1705990767.png,https://bananalink.io/,"Lĩnh vực hoạt động:"
94347,"FREECRACY VIỆT NAM",Japan,25-99,https://assets.topdev.vn/images/2023/10/06/TopDev-logo---Anh-Vo-Phuong-1696584970.png,https://freec.asia/,"Overview: freeC Asia is a headhunting service provider that offers recruitment-related services. Leveraging AI technology, freeC Consulting connects recruiters with millions of qualified candidates, saving them time and costs.Talent acquisition, management, and insights in one platform - HR All in One. We have over 550,000 candidates ranging from senior positions and above, with more than 45% specializing in the IT field."
94384,Alephon,Vietnam,25-99,https://assets.topdev.vn/images/2023/10/24/TopDev-logo-alephon-1698122118.jpg,https://alephon.com/en/,"Alephon Vietnam was established by a group of industry veterans from New Zealand, Australia, Vietnam and the UAE (Dubai). Our head office is located in Ho Chi Minh City (D7). Alephon is a cloud solution engineering company with focus on small and medium businesses. We assist with the full development lifecycle of digital products. Our mission is to enable small and medium businesses to gain a technology edge by engineering new custom solutions and re-engineering existing solutions."
94409,EMESOFT,Vietnam,25-99,https://assets.topdev.vn/images/2023/11/06/TopDev-Screenshot-2023-11-03-at-12.00.08---Nhung-Le-Tuyet-1699242770.png,https://www.emesoft.net/,"We help our clients and partners grow their businesses by transforming their daily operations into software and cloud-based solutions."
94416,"LightVision Inc.",South-Korea,10-24,https://assets.topdev.vn/images/2023/11/08/TopDev-LV2_%28%29-1699435426.png,https://blog.naver.com/livi_livi/223151950501,"Công ty TNHH Lightvision được thành lập vào tháng 10 năm 2018 nhằm tạo ra các giá trị cho xã hội dựa trên công nghệ AI."
94450,"CÔNG TY CỔ PHẦN CẢNG  MIPEC","Not found!","Not found!",https://assets.topdev.vn/images/2023/12/04/TopDev-Logo---Trang-Nguyen-Thi-Quynh-1701660272.jpg,"Not found!",
94452,SALESCORE,South-Korea,100-499,https://assets.topdev.vn/images/2023/12/07/TopDev--1701924120.PNG,https://www.salescore.me/,"We are SALESCORE (www.salescore.me), a leading global enterprise specializing in distribution solutions, leverages cutting-edge technology as the world's premier Integrated Distribution System (IDS) provider. Our innovative system-based collaborations span across global sales, supply chain, production, and the dynamic landscape of web 3.0, thereby significantly enhancing companies' sales and return on investment (ROI)."
94501,"GOD Group",Vietnam,100-499,https://assets.topdev.vn/images/2023/12/29/TopDev-sfsdfsdf-1703822858.png,https://www.godgroup.com/,"GOD Group Ltd là công ty chuyên về lĩnh vực thương mại điện tử (E-commerce), lên ý tưởng thiết kế đồ họa in trên các sản phẩm Print-on-Demand nền áo thun, cốc, gối, chăn, thảm… cho thị trường USA, Australia, Anh, các nước EU. Ngoài ra công ty còn tập trung vào lập trình và sản xuất phần mềm với team developer chuyên nghiệp, tài năng. Chúng tôi mong muốn trở thành nơi chắp cánh cho các nhân tài trẻ, năng động để các bạn vượt qua mọi giới hạn đúng như slogan của công ty “Beyond all borders”."
94527,"CÔNG TY CỔ PHẦN CÔNG NGHỆ BYTE","Not found!","Not found!",https://assets.topdev.vn/images/2024/06/06/TopDev-z5510345220942_82647a78458bab5fea24cd1204d0dd5d-1717636522.jpg,"Not found!","203 Nam Kỳ Khởi Nghĩa,, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh"
94534,"GEM MULTIMEDIA SDN. BHD",Malaysia,25-99,https://assets.topdev.vn/images/2024/01/30/TopDev-Logo_Gem---hrr-hrr-1706581701.png,https://gemmedia.info/,"Công Ty Gem Multimedia SDN. BHD là công ty chuyên cung cấp dịch vụ tư vấn chiến lược Digital Marketing, tư vấn định hướng Marketing và định hướng Social Marketing nhằm giúp Doanh nghiệp tối ưu những chiến lược mà Doanh nghiệp đang chạy hoặc chuẩn bị chạy (SEO, Google Ads, Social Ads,…). Chúng tôi luôn phân tích trước khi đưa ra các kế hoạch và chiến lược phù hợp dựa trên định hướng, tài nguyên hiện hữu và nhân lực của từng khách hàng."
94549,"CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 2 - CHI NHÁNH TỔNG CÔNG TY VIỄN THÔNG MOBIFONE (Mobifone KV2)",Vietnam,"Hơn 1000",https://assets.topdev.vn/images/2024/02/05/TopDev-MBF_QuyChuanLogo_160219-01---Truc-Nguyen-1707108892.png,https://www.mobifone.vn/,
94578,"CÔNG TY CỔ PHẦN SUNTEK",Thailand,25-99,https://assets.topdev.vn/images/2024/02/27/TopDev-Logo-Suntek---Van-Nguyen-1709017080.jpg,http://suntekvn.com/,"Welcome to Suntek, where creativity meets technology in the dynamic realm of gaming! 🚀 As a cutting-edge game studio and outsourcing powerhouse, Suntek is your passport to an exciting world of innovation and collaboration."
94615,NamiTech,Vietnam,25-99,https://assets.topdev.vn/images/2024/03/11/TopDev-tsNcssXW18RAUhIB-1710123139.png,https://www.namitech.io/,"NamiTech là startup công nghệ được hỗ trợ bởi Tập đoàn FPT, ra đời vào năm 2022. Công ty có đội ngũ nghiên cứu mạnh, gồm những kỹ sư đầu ngành với nhiều năm kinh nghiệm về xử lý tín hiệu số, sinh trắc học và ngôn ngữ tự nhiên. Hiện tại, thị trường chính của NamiTech là Việt Nam, Nhật Bản và Mỹ, với nhiều khách hàng trong mảng tài chính, ngân hàng, viễn thông."
94617,NEOPETS,Global,25-99,https://assets.topdev.vn/images/2024/03/11/TopDev-RuNk990HBXB3sfW8-1710127207.jpg,https://www.neopets.com/,"Neopets is looking for ambitious and self-motivated talent to contribute to the Neopets Renaissance."
94640,NEOKO,Vietnam,10-24,https://assets.topdev.vn/images/2024/06/19/TopDev-z5553082255660_3951302fcbe139e913e6c207df77816b-1718778912.jpg,https://neoko.com/,"🎮 Welcome to NeoKo! We unite gamers all around the world through web3 gaming. Deploy games for free, play games and earn rewards at http://NeoKo.com  🚀"
94657,"Công ty Cổ phần Công nghệ Truyền thông Việt Nam (VNTT)",Vietnam,100-499,https://assets.topdev.vn/images/2024/04/03/TopDev-Logo-VNTT---English---Tien-Nguyen-1712113621.png,https://vntt.com.vn/,"Công ty Cổ phần Công nghệ Truyền thông Việt Nam (tên tiếng Anh: VIET NAM TECHNOLOGY & TELECOMMUNICATION JOINT STOCK COMPANY; Tên viết tắt: VNTT) là công ty được thành lập với sự góp vốn của 02 cổ đông sáng lập: Tổng Công ty Đầu tư và Phát triển Công nghiệp (Becamex IDC), Tập đoàn Bưu chính Viễn thông Việt Nam (VNPT)"
94669,"CÔNG TY TNHH LIKELION",South-Korea,25-99,https://assets.topdev.vn/images/2024/05/08/TopDev-9601cb662597ea35723a0f290875137b-1715162266.png,https://www.likelion.edu.vn/,"LIKELION là trung tâm đào tạo lập trình chất lượng tại Việt Nam. Chúng tôi không gò bó bản thân trong phương pháp giáo dục truyền thống. Bạn sẽ được học từ những chuyên gia trong ngành, tiếp cận mô hình học hiện đại và chương trình đào tạo chuyên sâu đáp ứng nhu cầu thực tế của thị trường công nghệ."
94683,"CÔNG TY TNHH CÔNG NGHỆ VIỆT THÁI DƯƠNG",Vietnam,25-99,https://assets.topdev.vn/images/2024/04/19/TopDev-logo-cnttshop-vn---Nguyen-Van-Nam-%28Mr-Nam%29-1713492488.png,https://cnttshop.vn/,"Công ty TNHH Công nghệ Việt Thái Dương được thành lập vào ngày 17/12/2004, có nhiều năm kinh nghiệm trong lĩnh vực công nghệ thông tin mạng máy tính, mạng viễn thông. Chúng tôi chuyên phân phối thiết bị - tư vấn - triển khai giải pháp mạng cho tổ chức, doanh nghiệp trong lĩnh vực: Security, Network, Wifi Access Point, CCTV, Conference. CNTTShop là đơn vị chuyên phân phối thiết bị mạng Switch, Router, Firewall, WiFi, Load Balancing, Server, Module quang của các hãng lớn như: Cisco, HPE, Dell, Aruba, Juniper, Fortinet, Cambium, Maipu, Ruckus, Allied Telesis, Sophos, MikroTik, SonicWall, Palo Alto... với mục tiêu chất lượng tốt nhất, giá cả hợp lý nhất và đặc biệt dịch vụ bảo hành và chăm sóc khách hàng chu đáo."
94690,"Công ty TNHH Yura Corporation Bắc Ninh_Chi nhánh Hà Nội",Korea,"Hơn 1000",https://assets.topdev.vn/images/2024/04/24/TopDev-Anh-chup-man-hinh-2024-04-24-163816-1713951535.png,https://www.yuracorp.co.kr/en/index.jsp,"Software, Phần Mềm"
94712,"Sisu Network","United States",25-99,https://assets.topdev.vn/images/2024/05/20/TopDev-images---Steven-Smith-1716187218.png,https://sisu.network/,"Sisu is a decentralized blockchain that powers cross-chain communication. We support cross-chain token swapping (e.g. native, ERC20 or ERC721) to facilitate digital monetary transactions like Bitcoin, Crypto, and other digital currencies. Sisu can support almost all modern blockchains, and we are adding more and more supported tokens as we progress. Our network also allows developers to interact with cross-chain contracts as if they are working on the same chain to reduce time spent learning new languages and help them build their own networks."
94715,"CÔNG TY CỔ PHẦN TẬP ĐOÀN THIÊN KHÔI",Vietnam,"Hơn 1000",https://assets.topdev.vn/images/2024/05/21/TopDev-Logo-TKG-white_2024-WEB0-1716256229.png,https://thienkhoi.com/,"Tập đoàn Môi giới Bất động sản thổ cư chiếm lĩnh toàn bộ thị trường."
94718,ECQ,Vietnam,25-99,https://assets.topdev.vn/images/2024/05/22/TopDev-ECQ-LOGO_NEW---Truong-Hon-My-1716366669.png,https://www.e-cq.net/company.html,"ECQ is a network security company offering offensive security services and solutions focused on active offensive and defensive positioning. Since its establishment, ECQ provides superior consultancy services to clients in many different industries, including financial sector, infrastructure, service providers and government agencies.  ECQ is highly trusted by many enterprises internationally to provide in-depth security assessment, highly resilient security designs, and innovative security technologies. With its current presence in the Singapore, Thailand, Vietnam, and USA, ECQ aims to continuously deliver high quality security services to many diverse customers around the globe."
94720,"Specific Group Holding",Australia,100-499,https://assets.topdev.vn/images/2024/05/23/TopDev-vfbfg-%281%29-1716430601.png,https://specific-group.com/,"Specific-Group is your partner in custom software development since 1998. We work internationally with locations in the U.S., Austria, Germany, Slovakia, and Belarus. We employ more than 200 custom software developers, business technology consultants, QA professionals, and UI/UX designers. This allows you to have access to top talent when you need it.  Our mission is to make your organization more efficient and profitable through development resources. Whether you’re looking for short-term developers to finish a software project or you need a completely new application from scratch, we offer excellence in all of our partnerships."
94726,TrinTech,"Not found!","Not found!",https://assets.topdev.vn/images/2024/05/24/TopDev-aaf229d2270be04a28b0ff523f87d5be-1716541553.png,"Not found!","TrinTech is an online platform that specializes in providing rich, exciting and safe leisure and entertainment experiences. By integrating the latest technology and innovative thinking, we are committed to fulfilling our users' needs for diverse entertainment and easy gaming.  The core members of the company are all from well-known internet companies with over 10 years of experience in the gaming industry. Whether it's planning, programming, or art, we have industry-leading leaders, teams, and mature project development and management experience."
94730,"TNT MEDIA & ISOCIA",Vietnam,25-99,https://assets.topdev.vn/images/2024/05/30/TopDev-13e72ddaf91fbb98e529927c837d5103-1717043291.png,https://www.facebook.com/profile.php?id=100063847864279,"Công Ty TNHH TNT Media & Isocial định hướng phát triển thành Tập đoàn Công nghệ hàng đầu Việt Nam và phát triển mạnh mẽ tại khu vực Đông Nam Á."
